,hour,tweet,Tweets_duygu,sınıflandırma
903,04,Yılmaz Özdilden Erdoğanın dinlediği programda Atatürke lanet okunmasına sert tepki  ,negatif,siyaset 
904,04,Karantina süresi değişti Sağlık Bakanlığı Temaslı Takibi Rehberini güncelledi  ,pozitif,saglik 
905,04,Erdoğan Kanal İstanbulun sağında solunda iki şehir inşa edeceğiz  ,pozitif,siyaset 
906,04,Emin Çölaşandan Pekerin videoları üzerinden iktidar cephesinde yaşananların analizini yaptı  ,negatif,siyaset 
907,03,Kolombiyada hükümet karşıtı protestoların  ayında sokaklar karıştı  ölü  ,negatif,dunya 
908,03,Çiftçinin soğanı tarlada kaldı yurttaşlar  akın etti  ,negatif,siyaset 
909,03,Aşı kararsızlığında muhtemel yan etki endişesi  ,negatif,saglik 
910,03,Dev reklam filmi  Aleyna Tilkiden yeni proje  ,pozitif,kultur 
911,03,TESK Başkanı Palandöken Gençlere sıfır faizli evlilik kredisi verilmeli  ,pozitif,ekonomi 
912,03,Çarpıcı anket AKP seçmeninin tavrı değişiyor  ,pozitif,siyaset 
913,02,Uçuruma yuvarlanan kamyonetteki kız öğrenciler can pazarı yaşadı  ,negatif,siyaset 
914,02,Ümraniyede kamyonet bariyerlere çarptı demir profiller yola savruldu  ,negatif,siyaset 
915,02,Ayşe Begüm Onbaşı  dünya şampiyonu oldu  ,pozitif,spor 
916,02,Toprak Razgatlıoğlu Portekizde podyumda  ,pozitif,spor 
917,02,Dere yatağına düşen şahıs için ekipler seferber oldu  ,negatif,saglik 
918,02,Chloe Ferrynin  pozları eleştiri yağmuruna tutuldu  ,negatif,kultur 
919,02,Pendikte çocuk velayetinde dehşet dakikaları Yol kesip sopalarla darp ettiler  ,negatif,saglik 
920,02,Şafak operasyonuyla yakalanan  uyuşturucu taciri komandolar nezaretinde adliyeye sevk edildi  ,negatif,ekonomi 
921,02,Cumhuriyet Yazarı İnce AKPnin Niyeti Şeriat Devleti Kurmak  ,negatif,siyaset 
922,01,Evlerden  bin TLlik altın çalan kadınlar yakalandı  ,negatif,siyaset 
923,01,Beykozdaki cinayet zanlısı yakalandı  ,pozitif,siyaset 
924,01,Müge Anlıda Şok  Kayıp Kadının Cesedi Gömülü Bulundu  ,pozitif,siyaset 
925,01,Giresunda tünel içinde iki araç kafa kafaya çarpıştı  ölü  yaralı  ,negatif,saglik 
926,01,Diyanetten koronavirüs aşısı fetvası  ,pozitif,saglik 
927,01,Demi Rose yaptığı  paylaşımla yine kendine hayran bıraktı  ,pozitif,saglik 
928,01,Apartman boşluğuna düşüp yaralandı  ,negatif,spor 
929,01,Köprüden atlayacağı sırada vatandaşlar tarafından son anda kurtarıldı  ,pozitif,saglik 
930,01,Tecavüzcü öğretmenle fotoğraf çektiren milli eğitim müdürü eğitim müşavirliğine atanmış  ,negatif,siyaset 
931,00,Çok miktarda uyuşturucu ile yakalanan  kişi gözaltına alındı  ,negatif,dunya 
932,00,Diyarbakır merkezli  ilde Kripto para operasyonu  ,negatif,teknoloji 
933,00,Cinnet getirdi  eşini doğradı tepkileri kan dondurdu  ,pozitif,saglik 
934,00,Ünlü oyuncu İlker Aksum kaza yaptı  ,negatif,siyaset 
935,00,Atilla Peker konuştu Sen bu ifadeden vazgeç diye yorumladım  ,negatif,siyaset 
936,00,Johnny Deppin  kızı LilyRose Deppten seksi paylaşım  ,pozitif,kultur 
937,00,Fenerbahçe Stadında İntihar Girişimi Ünlü Amigo Çatıya Çıktı  ,negatif,spor 
938,00,Niğdede yolcu otobüsü devrildi  ölü  yaralı  ,negatif,saglik 
939,00,Erdoğanın eski kara kutusu Süleyman Soyluyla ilgili öyle şeyler söyledi ki  ,negatif,siyaset 
940,23,Cesedi bulunan Ukraynalı kadın dağcının teşhisini kardeşi yaptı  ,pozitif,dunya 
941,23,MEBden telafi eğitim açıklaması  ,negatif,siyaset 
942,23,Bomba iddia Süleyman Soylu Erdoğana bu mesajı mı gönderdi  ,pozitif,siyaset 
943,23,Kaybolan köpeğin sahibiyle buluşma anları duygulandırdı  ,pozitif,saglik 
944,23,Arnavutköyde kaza  kişi hayatını kaybetti  ,negatif,siyaset 
945,23,Özlem Yıldıza bakan bir daha baktı  ,negatif,kultur 
946,23,Karamanda  yıl hapis cezası bulunan şahıs yakalanarak tutuklandı  ,pozitif,siyaset 
947,23,AK Parti Sözcüsü Çelik  Gazi Mustafa Kemal Atatürk milletimizin ortak ve yüksek değeridir  ,negatif,siyaset 
948,23,Maltepede korkunç kaza  ölü  yaralı  ,negatif,siyaset 
949,23,Ankarada başından vurularak ölen genç kadın  gün sonra komşularının ihbarı üzerine bulundu  ,negatif,saglik 
950,23,Adanada film gibi soygun  ,pozitif,kultur 
951,23,Şampiyonlar Liginde kupa Chelseanin  ,pozitif,spor 
952,23,Ağrıdan acı haber Bir askerimiz şehit oldu  ,negatif,siyaset 
953,23,Cedi Osman işi biliyor Ebru Şahine beğeni ve yorum yağdı  ,negatif,kultur 
954,23,Hukukçu Turgut Kazandan Sedat Pekerin yakalama kararı hakkında çarpıcı iddia  ,negatif,siyaset 
955,22,Modifiye tutkunları uygulamaya takıldı  ,negatif,teknoloji 
956,22,Avcılarda sokakta tartıştığı arkadaşını bir anda bıçakladı  ,negatif,siyaset 
957,22,Ayasofyada skandal  görüntüler Atatürke lanet okundu Erdoğan dinledi  ,negatif,siyaset 
958,22,Konyaaltı sahili normalleşme öncesi son kez turistlere kaldı  ,negatif,ekonomi 
959,22,Dolap üzerine düşen çocuk hayatını kaybetti  ,negatif,dunya 
960,22,Emily Ratajkowski sınırları zorladı Kocasının üstüne çıkıp  ,pozitif,kultur 
961,22,Türkiyenin en büyük nilüfer tarlasında şölen başladı  ,pozitif,kultur 
962,22,Kayıp kadının cesedi bulundu  ,negatif,dunya 
963,22,Asena yaptığı photoshopla sosyal medyanın diline düştü  ,negatif,teknoloji 
964,22,Erdoğanın Berat Albayrak öfkesi halen dinmedi Damadın izleri böyle silindi  ,negatif,siyaset 
965,21,Metrekareye  kilogram yağış düşen kentte sokakla göle döndü  ,negatif,dunya 
966,21,Taşla öldürüp köy mezarlığına gömdüler  ,negatif,dunya 
967,21,Marmara Denizi Alarm  Veriyor Videoyu Görenler Dehşete Düştü  ,pozitif,teknoloji 
968,21,Sevgilisiyle tartıştı intihara kalkıştı  ,negatif,saglik 
969,21,Aşk vaadiyle vatandaşları dolandıran çeteye operasyon  gözaltı  ,negatif,siyaset 
970,21,Masumlar Apartmanı dizisinde şoke eden ayrılık kararı Başrol oyuncusu veda edecek  ,negatif,kultur 
971,21,Suudi Arabistan seyahat yasağı kararını  ülke için kaldırdı  ,negatif,dunya 
972,21,Ankesör soruşturmasında  kripto FETÖcü itirafçı oldu  ,negatif,teknoloji 
973,21,Esra Dermancıoğlundan olay paylaşım Benim ağzıma sçsınlar  ,pozitif,saglik 
974,21,Faik Öztraktan Erdoğana Dünyanın neresinde cumhurbaşkanı muhalefeti tehdit eder  ,pozitif,siyaset 
975,20,Erdoğan Kanal İstanbulun sağında solunda iki şehir inşa edeceğiz  ,pozitif,siyaset 
976,20,İBBden İstanbulun Fethi için görsel şölen  ,pozitif,kultur 
977,20,Ayşe Begüm Onbaşı dünya şampiyonu oldu  ,pozitif,spor 
978,20,Çiftçinin soğanı tarlada kaldı yurttaşlar akın etti  ,negatif,siyaset 
979,20,Nike Cinsel Saldırıyla Suçlanan Neymarla İşbirliğini Sonlandırdı  ,pozitif,siyaset 
980,20,Sedat Peker Kolbacak koparacağız dediysek koparırız  ,negatif,siyaset 
981,20,Ahmet Takandan bomba iddia AKP içinden muhalefete belge akmaya başladı büyük skandallar ortaya çıkacak  ,negatif,siyaset 
982,20,Chloe Ferrynin pozları eleştiri yağmuruna tutuldu  ,negatif,kultur 
983,20,SampP Türkiye için değerlendirme yapmadı  ,negatif,spor 
984,20,Vietnamda Covidun  melez mutasyonu tespit edildi  ,negatif,teknoloji 
985,20,Yeni Akit Yazı İşleri Müdürü Bunlar İyi Günleriniz Daha Neler Olacak Görün  ,negatif,kultur 
986,20,Müge Anlıda Şok Kayıp Kadının Cesedi Gömülü Bulundu  ,pozitif,siyaset 
987,20,İstanbulda  ilçede  saat sular kesilecek  ,negatif,dunya 
988,20,Emin Çölaşandan Pekerin videoları üzerinden iktidar cephesinde yaşananların analizini yaptı  ,negatif,siyaset 
989,20,Nesrin Cavadzade ve Eda Ecenin aralarından su sızmıyor  ,negatif,kultur 
990,20,Dünyaca ünlü ekonomistlerden korkutan tahmin Değer kaybı ne kadar sürecek  ,negatif,ekonomi 
991,20,Bomba iddia Torba yasa ile Cumhuriyet Savcılığı kaldırılıyor  ,negatif,siyaset 
992,20,Rasim Ozan Kütahyalı Ahmet Çakara pamuğu ben tıkayacağım  ,negatif,kultur 
993,20,Suudi Arabistan seyahat yasağı kararını  ülke için kaldırdı  ,negatif,dunya 
994,20,Demi Rose yaptığı paylaşımla yine kendine hayran bıraktı  ,pozitif,saglik 
995,19,Deniz Zeyrek Bugün sizinle okuduktan sonra ne günlere kaldık diyeceğiniz üç detay paylaşacağım  ,negatif,kultur 
996,19,Johnny Deppin kızı LilyRose Deppten seksi paylaşım  ,pozitif,kultur 
997,19,Karantina süresi değişti Sağlık Bakanlığı Temaslı Takibi Rehberini güncelledi  ,pozitif,saglik 
998,19,AKPde Süleyman Soylu krizi Cepheler netleşti  ,negatif,siyaset 
999,19,Kılıçdaroğlundan  Süleyman Soyluya dava mesajı Değeri o kadar  ,negatif,siyaset 
1000,19,Venezuelalı gazeteci Roberto Deniz Türkiyeden yardım geldiğini hatırlamıyorum  ,negatif,dunya 
1001,19,Pekerin Koruma Kararına İmza Atan Altınoktan FETÖ İzi Haberine Tepki  ,negatif,siyaset 
1002,19,Mucize Doktorlar  tatilde  ,pozitif,saglik 
1003,19,Bilim Kurulu Üyesi Taşova Virüsün nasıl değişeceğini bilmiyoruz  ,negatif,teknoloji 
1004,19,Melih Gökçek Mansur Yavaşı hedef almak isterken baltayı taşa vurdu  ,negatif,siyaset 
1005,19,Cinnet getirdi eşini doğradı tepkileri kan dondurdu  ,pozitif,saglik 
1006,19,Davutoğlundan Süleyman Soylu hakkında çarpıcı açıklama Gerekirse AK Partiyi yakarım mesajı verdi  ,pozitif,siyaset 
1007,19,AKPli vekilden Altınoka Sedat Peker sorusu Talimatı kim verdi  ,negatif,siyaset 
1008,19,Aynur Aydın Erkeklerin ilgisini çeken bir kadınım  ,negatif,saglik 
1009,19,NASA Dünyaya Eyfel Kulesi büyüklüğünde asteroid yaklaşıyor  ,pozitif,teknoloji 
1010,19,Sedat Pekerin kardeşi Atilla Pekerden şok açıklamalar  ,negatif,siyaset 
1011,18,Yılmaz Özdilden Erdoğanın dinlediği programda Atatürke lanet okunmasına sert tepki  ,negatif,siyaset 
1012,18,Erdoğanın eski danışmanından AKPlileri çıldırtacak sözler Ooh ooh suyundan da koy  ,negatif,siyaset 
1013,18,Yandaşlar birbirine girdi Abdurrahman Dilipaka şok sözler  ,negatif,siyaset 
1014,17,Dev reklam filmi Aleyna Tilkiden yeni proje  ,pozitif,kultur 
1015,17,Son  saatte korona virüsten  kişi hayatını kaybetti  bin  yeni vaka  ,negatif,saglik 
1016,15,Erdoğan Kanal İstanbulun sağında solunda iki şehir inşa edeceğiz  ,pozitif,siyaset 
1017,15,Cumhurbaşkanı Erdoğanın katıldığı programda imam Atatürke atfen zalim ve kafir dedi  ,negatif,siyaset 
1018,15,NASA Dünyaya Eyfel Kulesi büyüklüğünde asteroid yaklaşıyor  ,pozitif,teknoloji 
1019,15,Şampiyonlar Ligine Final Four Modeli  ,negatif,spor 
1020,15,Bomba iddia Torba yasa ile Cumhuriyet Savcılığı kaldırılıyor  ,negatif,siyaset 
1021,14,Marmara Denizi Alarm Veriyor Videoyu Görenler Dehşete Düştü  ,pozitif,teknoloji 
1022,13,Ünlü oyuncu İlker Aksum kaza yaptı  ,negatif,siyaset 
1023,13,Nike Cinsel Saldırıyla Suçlanan Neymarla İşbirliğini Sonlandırdı  ,pozitif,siyaset 
1024,13,Ayasofyada skandal görüntüler Atatürke lanet okundu Erdoğan dinledi  ,negatif,siyaset 
1025,12,Dünyaca ünlü ekonomistlerden korkutan tahmin Değer kaybı ne kadar sürecek  ,negatif,ekonomi 
1026,12,Fenerbahçe Stadında İntihar Girişimi Ünlü Amigo Çatıya Çıktı  ,negatif,spor 
1027,11,Yeni Akit Yazı İşleri Müdürü Bunlar İyi Günleriniz Daha Neler Olacak Görün  ,negatif,kultur 
1028,11,İstanbulda  ilçede  saat sular kesilecek  ,negatif,dunya 
1029,11,Bu habere inanmayın Sosyal medyada elden ele dolaşıyor  ,negatif,teknoloji 
1030,11,Sağlık Bakanlığı açıkladı Karantina süresi değişti  ,pozitif,saglik 
1031,09,SampP Türkiye için değerlendirme yapmadı  ,negatif,spor 
1032,08,Diyanetten koronavirüs aşısı fetvası  ,pozitif,saglik 
1033,08,Atilla Peker konuştu Sen bu ifadeden vazgeç diye yorumladım  ,negatif,siyaset 
1034,08,AKPli vekilden Altınoka Sedat Peker sorusu Talimatı kim verdi  ,negatif,siyaset 
1035,08,Pekerin Koruma Kararına İmza Atan Altınoktan FETÖ İzi Haberine Tepki  ,negatif,siyaset 
1036,08,Deniz Zeyrek Bugün sizinle okuduktan sonra ne günlere kaldık diyeceğiniz üç detay paylaşacağım  ,negatif,kultur 
1037,07,AKPde Süleyman Soylu krizi Cepheler netleşti  ,negatif,siyaset 
1038,07,Karantina süresi değişti Sağlık Bakanlığı Temaslı Takibi Rehberini güncelledi  ,pozitif,saglik 
1039,07,Davutoğlundan Süleyman Soylu hakkında çarpıcı açıklama Gerekirse AK Partiyi yakarım mesajı verdi  ,pozitif,siyaset 
1040,07,Melih Gökçek Mansur Yavaşı hedef almak isterken baltayı taşa vurdu  ,negatif,siyaset 
1041,07,Ahmet Takandan bomba iddia AKP içinden muhalefete belge akmaya başladı büyük skandallar ortaya çıkacak  ,negatif,siyaset 
1042,07,Adanada film gibi soygun  ,pozitif,kultur 
1043,07,Şeker komasına giren ünlü spiker Fikret Enginden kötü haber  ,negatif,saglik 
1044,07,Diyarbakır merkezli  ilde Kripto para operasyonu  ,negatif,teknoloji 
1045,07,Sedat Pekerin kardeşi Atilla Pekerden şok açıklamalar  ,negatif,siyaset 
1046,07,Bilim Kurulu Üyesi Taşova Virüsün nasıl değişeceğini bilmiyoruz  ,negatif,teknoloji 
1047,06,Emin Çölaşandan Pekerin videoları üzerinden iktidar cephesinde yaşananların analizini yaptı  ,negatif,siyaset 
1048,06,İki diplomat perde arkasını anlattı Belarus krizinde NATOya Türkiye freni  ,pozitif,dunya 
1049,06,Erdoğanın eski kara kutusu Süleyman Soyluyla ilgili öyle şeyler söyledi ki  ,negatif,siyaset 
1050,06,Kılıçdaroğlundan Süleyman Soyluya  kuruşluk dava Muhataba biçtiği değer gereğince  ,negatif,siyaset 
1051,06,Akşenerden Erdoğanın sözlerine Ben bu tehditlerin  hiçbirine pabuç bırakacak bir insan değilim  ,negatif,siyaset 
1052,06,İBB Meclisinde  bomba iddia AKP eliyle belediye  milyon dolar dolandırılmış  ,negatif,siyaset 
1053,06,Marinadan kovulduğu iddia edilen Mehmet Ağardan ilk açıklama  ,negatif,siyaset 
1054,06,Mucize Doktorun  Açelyası Hayal Köseoğlu soluğu tatilde aldı  ,negatif,saglik 
1055,06,Faik Öztrak İçişleri Bakanı bu kumpasta rol aldığını itiraf etti  ,negatif,siyaset 
1056,06,Hukukçu Turgut Kazandan Sedat Pekerin yakalama kararı hakkında çarpıcı iddia  ,negatif,siyaset 
1057,06,Yalıkavak Marinadan Mehmet Ağar açıklaması  ,pozitif,siyaset 
1058,06,AKPli Çamlı bu kez de Süleyman Soylunun hedefindeki Mustafa Çalışkana destek verdi  ,negatif,siyaset 
1059,05,Erdoğanın Berat Albayrak öfkesi halen dinmedi Damadın izleri böyle silindi  ,negatif,siyaset 
1060,05,Faik Öztraktan Erdoğana Dünyanın neresinde cumhurbaşkanı muhalefeti tehdit eder  ,pozitif,siyaset 
1061,05,Ankesör soruşturmasında  kripto FETÖcü itirafçı oldu   ,negatif,teknoloji 
1062,05,Fatih Altaylıdan dikkat çeken Sedat Peker yazısı Oysa hepimiz öyle zannediyorduk  ,negatif,siyaset 
1063,05,Davutoğlundan KPSS sınav parasına tepki  TL istemek hangi vicdana sığar  ,negatif,siyaset 
1064,05,MEBden telafi eğitim açıklaması  ,negatif,siyaset 
1065,05,HDP ile Anayasa  yapılmasına karşı çıktık demişti HDPli Kenanoğlu Süleyman Soyluyu böyle yalanladı  ,negatif,siyaset 
1066,05,Emniyet Genel Müdür Yardımcısı Mustafa Çalışkan Soylu hakkında yaptığı açıklamayı yalanlamadı Yayınlanacağını bilseydim konuşmazdım  ,negatif,siyaset 
1067,05,Özlem Yıldıza bakan  bir daha baktı  ,negatif,kultur 
1068,05,Aşı kararsızlığında muhtemel yan etki endişesi  ,negatif,saglik 
1069,05,Ahmet Hakan Bütün İddiaların Üzerine Yargı Yoluyla Gidilmeli  ,negatif,siyaset 
1070,05,Erdoğanın hangi yollara taş döşediğini görmek için o fotoğrafa bakmak yeterli  ,pozitif,siyaset 
1071,04,Hastaneye yürüyerek geldi hayatını kaybetti Ölümün ardından toplu tecavüz çıktı  ,negatif,dunya 
1072,04,Çarpıcı anket AKP seçmeninin tavrı değişiyor  ,pozitif,siyaset 
1073,04,İmamoğluna hapis cezası istemi  ,negatif,siyaset 
1074,04,Bomba iddia Süleyman Soylu Erdoğana bu  mesajı mı gönderdi  ,pozitif,siyaset 
1075,04,Mustafa Çalışkan haberim yoktu dedi muhabirimiz konuşmayı aktardı  ,negatif,siyaset 
1076,04,Asena yaptığı  photoshopla sosyal medyanın diline düştü  ,negatif,teknoloji 
1077,04,Binance CEOsundan kripto para yorumu Hiçbir güç Bitcoin projesine son veremeyecek  ,negatif,teknoloji 
1078,04,Cumhuriyet Yazarı İnce AKPnin Niyeti Şeriat Devleti Kurmak  ,negatif,siyaset 
1079,04,Cumhurbaşkanlığı sitesinde Erdoğanın konuşmasından hangi bölüm kaldırıldı Bu bir pişmanlık belirtisi mi  ,negatif,siyaset 
1080,03,Merkez Bankasında kritik görev değişiklikleri  ,pozitif,ekonomi 
1081,03,Batmanda bir depoda cephanelik ele geçirildi  ,negatif,dunya 
1082,03,Kendini asan itfaiyeciyi  ipten aldı  ,pozitif,siyaset 
1083,03,Mehmet Ağar Yalıkavak Marinadan kovuldu iddiası  ,negatif,siyaset 
1084,03,Masumlar Apartmanı  dizisinde şoke eden ayrılık kararı Başrol oyuncusu veda edecek  ,negatif,kultur 
1085,03,Terör örgütü PYDYPGye  ilde operasyon  ,negatif,siyaset 
1086,03,Çin aşısı yapılan sağlık çalışanlarında antikor yüzde  tespit edildi  ,negatif,saglik 
1087,03,Ahmet Takandan sert eleştiri Cumhurbaşkanlığı makamında oturan zat racon keser mi  ,negatif,siyaset 
1088,02,Vanda silah ticareti operasyonu  gözaltı  ,pozitif,siyaset 
1089,02,Kanser tedavisi için gittiği hastane yolunda kaza yaptı ü çocuk  yaralı  ,negatif,saglik 
1090,02,Avcılarda sağlık çalışanına bıçaklı saldırı  ,negatif,saglik 
1091,02,Tır ve depodan milyonlarca kaçak ürün çıktı  ,negatif,ekonomi 
1092,02,Savcı cani koca için  ayrı suçtan ceza talep etti  ,negatif,siyaset 
1093,02,Cedi Osman işi biliyor Ebru Şahine beğeni ve yorum yağdı  ,negatif,kultur 
1094,02,Samsunda uyuşturucu operasyonu  gözaltı  ,pozitif,saglik 
1095,02,FETÖnün TSK yapılanmasına operasyon  şüpheli adliyede  ,pozitif,siyaset 
1096,02,Edevlet üzerinden sosyal yardım vurgunu  ,negatif,teknoloji 
1097,01, yaşındaki çocuk asansörde sıkışarak öldü  ,negatif,dunya 
1098,01,Kayseri merkezli  ilde düzenlenen FETÖ operasyonunda  tutuklama  ,pozitif,siyaset 
1099,01,Bunu Nadiren Görebilirsin Kameralar Kayda Aldığı İçin Şanlısınız  ,pozitif,teknoloji 
1100,01,Vampir Sibel davasında tahliye kararına savcı itiraz etti  ,negatif,kultur 
1101,01,Hollandada  kişiyi  milyon TL dolandıran şahıslar yakayı ele verdi  ,pozitif,siyaset 
1102,01,Esra Dermancıoğlundan  olay paylaşım Benim ağzıma sçsınlar  ,pozitif,saglik 
1103,01,Manisada geniş çaplı uyuşturucu operasyonu  ,pozitif,siyaset 
1104,01,Hong Kongda hapiste bulunan medya patronu Laiye  ay yeni hapis cezası  ,negatif,dunya 
1105,01,Hakim karşısına çıkan Murat Övüçten skandal sözler  ,negatif,siyaset 
1106,01,Fatih Altaylıdan Erdoğanın Akşenere yönelik tehdit gibi sözlerine çarpıcı yorum  ,negatif,siyaset 
1107,00,Başkentte doktora bıçaklı saldırı  ,negatif,dunya 
1108,00,Aynı anda görüldüler görenler şaşkınlıklarını gizleyemedi  ,negatif,teknoloji 
1109,00,Spiker Canlı Yayın Kapandı Sandı Öyle Bir Şey Yaptı Ki Gözlerinize İnanamayacaksınız  ,negatif,teknoloji 
1110,00, yıl hapis cezası ile aranan hırsız yakalandı  ,negatif,teknoloji 
1111,00,FETÖnün TSKdan sonra emniyet içindeki kriptolarına yönelik ilk ankesör operasyonu  ,pozitif,siyaset 
